trip_id,stop_id,stop_sequence,stop_headsign,arrival_time,departure_time,timepoint
LM-C01_trip_S_r1,LM-C01_r1_14,14,Valle de Los Avellanos,04:45:50,04:45:50,0
LM-C01_trip_S_r1,LM-C01_r1_15,15,Camino Antiguo,04:46:58,04:46:58,0
LM-C01_trip_S_r1,LM-C01_r1_16,16,Prolongacion Mariano Escobedo,04:48:06,04:48:06,0
LM-C01_trip_S_r1,LM-C01_r1_17,17,Paseo de Los Mezquites,04:49:14,04:49:14,0
LM-C01_trip_S_r1,LM-C01_r1_18,18,Del Jardín,04:50:21,04:50:21,0
LM-C01_trip_S_r1,LM-C01_r1_19,19,Ámbar,04:51:29,04:51:29,0
LM-C01_trip_S_r1,LM-C01_r1_20,20,Las Vías,04:52:37,04:52:37,0
LM-C01_trip_S_r1,LM-C01_r1_21,21,Rinconada del Maíz,04:53:45,04:53:45,0
LM-C01_trip_S_r1,LM-C01_r1_22,22,Rinconada del Trigo,04:54:53,04:54:53,0
LM-C01_trip_S_r1,LM-C01_r1_23,23,Higuera,04:56:01,04:56:01,0
LM-C01_trip_S_r1,LM-C01_r1_24,24,Escobedo Oriente,04:57:09,04:57:09,0
LM-C01_trip_S_r1,LM-C01_r1_25,25,Calle Constitución Oriente,04:58:16,04:58:16,0
LM-C01_trip_S_r1,LM-C01_r1_26,26,Calle Higuera,04:59:24,04:59:24,0
LM-C01_trip_S_r1,LM-C01_r1_27,27,Vallarta Oriente,05:00:32,05:00:32,0
LM-C01_trip_S_r1,LM-C01_r1_28,28,Vallarta Oriente,05:01:40,05:01:40,0
LM-C01_trip_S_r1,LM-C01_r1_29,29,Calle Juárez Eje Sur,05:02:48,05:02:48,0
LM-C01_trip_S_r1,LM-C01_r1_30,30,Calle Vallarta Poniente,05:03:56,05:03:56,0
LM-C01_trip_S_r1,LM-C01_r1_31,31,Calle Vallarta Poniente,05:05:04,05:05:04,0
LM-C01_trip_S_r1,LM-C01_r1_32,32,Calle Vallarta Poniente,05:06:11,05:06:11,0
LM-C01_trip_S_r1,LM-C01_r1_33,33,Calle Vallarta Poniente,05:07:19,05:07:19,0
LM-C01_trip_S_r1,LM-C01_r1_34,34,Avenida Pedro Parra Centeno,05:08:27,05:08:27,0
LM-C01_trip_S_r1,LM-C01_r1_35,35,Calle Porfirio Díaz,05:09:35,05:09:35,0
LM-C01_trip_S_r1,LM-C01_r1_36,36,Circuito Metropolitano Sur,05:10:43,05:10:43,0
LM-C01_trip_S_r1,LM-C01_r1_37,37,Servicios Municipales,05:11:51,05:11:51,0
LM-C01_trip_S_r1,LM-C01_r1_38,38,FutCenter,05:12:59,05:12:59,0
LM-C01_trip_S_r1,LM-C01_r1_39,39,Avenida Pedro Parra Centeno,05:14:06,05:14:06,0
LM-C01_trip_S_r1,LM-C01_r1_40,40,Vista Sur,05:15:14,05:15:14,0
LM-C01_trip_S_r1,LM-C01_r1_41,41,Avenida Vista Sur,05:16:22,05:16:22,0
LM-C01_trip_S_r1,LM-C01_r1_42,42,Vista Sur,05:17:30,05:17:30,0
LM-C01_trip_S_r1,LM-C01_r1_43,43,Camino a San Isidro Mazatepec,05:18:38,05:18:38,0
LM-C01_trip_S_r1,LM-C01_r1_44,44,Puerto Cortés,05:19:46,05:19:46,0
LM-C01_trip_S_r1,LM-C01_r1_45,45,Banús,05:20:54,05:20:54,0
LM-C01_trip_S_r1,LM-C01_r1_46,46,Senderos,05:22:01,05:22:01,0
LM-C01_trip_S_r1,LM-C01_r1_47,47,Outlet,05:23:09,05:23:09,0
LM-C01_trip_S_r1,LM-C01_r1_48,48,Privanza,05:24:17,05:24:17,0
LM-C01_trip_S_r1,LM-C01_r1_49,49,Morelia-Guadalajara,05:25:25,05:25:25,0
LM-C01_trip_S_r1,LM-C01_r1_50,50,Bonanza,05:26:33,05:26:33,0
LM-C01_trip_S_r1,LM-C01_r1_51,51,Calle López Cotilla,05:27:41,05:27:41,0
LM-C01_trip_S_r1,LM-C01_r1_52,52,Abasolo,05:28:49,05:28:49,0
LM-C01_trip_S_r1,LM-C01_r1_53,53,San Agustin,05:29:56,05:29:56,0
LM-C01_trip_S_r1,LM-C01_r1_54,54,San Agustin,05:31:04,05:31:04,0
LM-C01_trip_S_r1,LM-C01_r1_55,55,Santa Anita,05:32:12,05:32:12,0
LM-C01_trip_S_r1,LM-C01_r1_56,56,Avenida Adolfo López Mateos Sur,05:33:20,05:33:20,0
LM-C01_trip_S_r1,LM-C01_r1_57,57,Arboledas de Santa Anita,05:34:28,05:34:28,0
LM-C01_trip_S_r1,LM-C01_r1_58,58,Avenida Adolfo López Mateos Sur,05:35:36,05:35:36,0
LM-C01_trip_S_r1,LM-C01_r1_59,59,Morelia-Guadalajara,05:36:44,05:36:44,0
LM-C01_trip_S_r1,LM-C01_r1_60,60,Avenida Adolfo López Mateos Sur,05:37:51,05:37:51,0
LM-C01_trip_S_r1,LM-C01_r1_61,61,Punto Sur,05:38:59,05:38:59,0
LM-C01_trip_S_r1,LM-C01_r1_62,62,Avenida Adolfo López Mateos Sur,05:40:07,05:40:07,0
LM-C01_trip_S_r1,LM-C01_r1_63,63,Avenida Adolfo López Mateos Sur,05:41:15,05:41:15,0
LM-C01_trip_S_r1,LM-C01_r1_64,64,San Martín del Tajo,05:42:23,05:42:23,0
LM-C01_trip_S_r1,LM-C01_r1_65,65,Nueva Galicia,05:43:31,05:43:31,0
LM-C01_trip_S_r1,LM-C01_r1_66,66,FLEXTRONICS,05:44:39,05:44:39,0
LM-C01_trip_S_r1,LM-C01_r1_67,67,Avenida Adolfo López Mateos Sur,05:45:46,05:45:46,0
LM-C01_trip_S_r1,LM-C01_r1_68,68,Av. La Tijera,05:46:54,05:46:54,0
LM-C01_trip_S_r1,LM-C01_r1_69,69,Las Villas,05:48:02,05:48:02,0
LM-C01_trip_S_r1,LM-C01_r1_70,70,El Palomar,05:49:10,05:49:10,0
LM-C01_trip_S_r1,LM-C01_r1_71,71,San Juan,05:50:18,05:50:18,0
LM-C01_trip_S_r1,LM-C01_r1_72,72,San Alfonso,05:51:26,05:51:26,0
LM-C01_trip_S_r1,LM-C01_r1_73,73,Bugambilias,05:52:34,05:52:34,0
LM-C01_trip_S_r1,LM-C01_r1_74,74,Vicente Guerrero,05:53:41,05:53:41,0
LM-C01_trip_S_r1,LM-C01_r1_75,75,Calzada José Guadalupe Gallo,05:54:49,05:54:49,0
LM-C01_trip_S_r1,LM-C01_r1_76,76,Av. Vicente Guerrero,05:55:57,05:55:57,0
LM-C01_trip_S_r1,LM-C01_r1_77,77,El Mante,05:57:05,05:57:05,0
LM-C01_trip_S_r1,LM-C01_r1_78,78,Colima,05:58:13,05:58:13,0
LM-C01_trip_S_r1,LM-C01_r1_79,79,Sonora,05:59:21,05:59:21,0
LM-C01_trip_S_r1,LM-C01_r1_80,80,Iteso,06:00:29,06:00:29,0
LM-C01_trip_S_r1,LM-C01_r1_81,81,Av. Padre Xavier Scheifler de Amezaga,06:01:36,06:01:36,0
LM-C01_trip_S_r1,LM-C01_r1_82,82,Av. del Deportivo,06:02:44,06:02:44,0
LM-C01_trip_S_r1,LM-C01_r1_83,83,Av. Cristobal Colón,06:03:52,06:03:52,0
LM-C01_trip_S_r1,LM-C01_r1_84,84,Av. Cristobal Colón,06:05:00,06:05:00,0
LM-C01_trip_S_r2,LM-C01_r2_0,0,Colón,04:30:00,04:30:00,0
LM-C01_trip_S_r2,LM-C01_r2_1,1,Av. Cristobal Colón Norte,04:31:01,04:31:01,0
LM-C01_trip_S_r2,LM-C01_r2_2,2,Periferico Sur,04:32:02,04:32:02,0
LM-C01_trip_S_r2,LM-C01_r2_3,3,Av. Cristobal Colón Sur,04:33:02,04:33:02,0
LM-C01_trip_S_r2,LM-C01_r2_4,4,Foráneos,04:34:03,04:34:03,0
LM-C01_trip_S_r2,LM-C01_r2_5,5,Av. Camino al ITESO,04:35:04,04:35:04,0
LM-C01_trip_S_r2,LM-C01_r2_6,6,Halcón,04:36:05,04:36:05,0
LM-C01_trip_S_r2,LM-C01_r2_7,7,Santa Ana Tepetitlán,04:37:05,04:37:05,0
LM-C01_trip_S_r2,LM-C01_r2_8,8,Agua Blanca,04:38:06,04:38:06,0
LM-C01_trip_S_r2,LM-C01_r2_9,9,Av. Compositores,04:39:07,04:39:07,0
LM-C01_trip_S_r2,LM-C01_r2_10,10,Bugambilias,04:40:08,04:40:08,0
LM-C01_trip_S_r2,LM-C01_r2_11,11,Bugambilias,04:41:08,04:41:08,0
LM-C01_trip_S_r2,LM-C01_r2_12,12,De Los Azahares,04:42:09,04:42:09,0
LM-C01_trip_S_r2,LM-C01_r2_13,13,San Alfonso,04:43:10,04:43:10,0
LM-C01_trip_S_r2,LM-C01_r2_14,14,San Juan,04:44:11,04:44:11,0
LM-C01_trip_S_r2,LM-C01_r2_15,15,Guadalajara-Morelia,04:45:11,04:45:11,0
LM-C01_trip_S_r2,LM-C01_r2_16,16,El Palomar,04:46:12,04:46:12,0
LM-C01_trip_S_r2,LM-C01_r2_17,17,Las Villas,04:47:13,04:47:13,0
LM-C01_trip_S_r2,LM-C01_r2_18,18,De los Laureles,04:48:14,04:48:14,0
LM-C01_trip_S_r2,LM-C01_r2_19,19,FLEXTRONICS,04:49:14,04:49:14,0
LM-C01_trip_S_r2,LM-C01_r2_20,20,Santa Isabel,04:50:15,04:50:15,0
LM-C01_trip_S_r2,LM-C01_r2_21,21,San Martín del Tajo,04:51:16,04:51:16,0
LM-C01_trip_S_r2,LM-C01_r2_22,22,Guadalajara-Morelia,04:52:17,04:52:17,0
LM-C01_trip_S_r2,LM-C01_r2_23,23,Avenida Adolfo López Mateos Sur,04:53:17,04:53:17,0
LM-C01_trip_S_r2,LM-C01_r2_24,24,La Rioja,04:54:18,04:54:18,0
LM-C01_trip_S_r2,LM-C01_r2_25,25,Avenida Adolfo López Mateos Sur,04:55:19,04:55:19,0
LM-C01_trip_S_r2,LM-C01_r2_26,26,Guadalajara-Morelia,04:56:20,04:56:20,0
LM-C01_trip_S_r2,LM-C01_r2_27,27,Paseo de La Arboleda,04:57:21,04:57:21,0
LM-C01_trip_S_r2,LM-C01_r2_28,28,Avenida Adolfo López Mateos Sur,04:58:21,04:58:21,0
LM-C01_trip_S_r2,LM-C01_r2_29,29,Avenida Adolfo López Mateos Sur,04:59:22,04:59:22,0
LM-C01_trip_S_r2,LM-C01_r2_30,30,San Agustin,05:00:23,05:00:23,0
LM-C01_trip_S_r2,LM-C01_r2_31,31,Avenida Adolfo López Mateos Sur,05:01:24,05:01:24,0
LM-C01_trip_S_r2,LM-C01_r2_32,32,Aldama,05:02:24,05:02:24,0
LM-C01_trip_S_r2,LM-C01_r2_33,33,Calle López Cotilla,05:03:25,05:03:25,0
LM-C01_trip_S_r2,LM-C01_r2_34,34,Bonanza,05:04:26,05:04:26,0
LM-C01_trip_S_r2,LM-C01_r2_35,35,Senderos,05:05:27,05:05:27,0
LM-C01_trip_S_r2,LM-C01_r2_36,36,Privanza,05:06:27,05:06:27,0
LM-C01_trip_S_r2,LM-C01_r2_37,37,Outlet,05:07:28,05:07:28,0
LM-C01_trip_S_r2,LM-C01_r2_38,38,Senderos,05:08:29,05:08:29,0
LM-C01_trip_S_r2,LM-C01_r2_39,39,Colinas de Santa Anita,05:09:30,05:09:30,0
LM-C01_trip_S_r2,LM-C01_r2_40,40,Banús,05:10:30,05:10:30,0
LM-C01_trip_S_r2,LM-C01_r2_41,41,Guadalajara - Acatlan de Juarez,05:11:31,05:11:31,0
LM-C01_trip_S_r2,LM-C01_r2_42,42,Camino a San Isidro Mazatepec,05:12:32,05:12:32,0
LM-C01_trip_S_r2,LM-C01_r2_43,43,Puerto Cortés,05:13:33,05:13:33,0
LM-C01_trip_S_r2,LM-C01_r2_44,44,Vista Sur,05:14:33,05:14:33,0
LM-C01_trip_S_r2,LM-C01_r2_45,45,Vista Sur,05:15:34,05:15:34,0
LM-C01_trip_S_r2,LM-C01_r2_46,46,Avenida Pedro Parra Centeno,05:16:35,05:16:35,0
LM-C01_trip_S_r2,LM-C01_r2_47,47,Servicios Municipales,05:17:36,05:17:36,0
LM-C01_trip_S_r2,LM-C01_r2_48,48,Circuito Metropolitano Sur,05:18:36,05:18:36,0
LM-C01_trip_S_r2,LM-C01_r2_49,49,Nicolás Bravo,05:19:37,05:19:37,0
LM-C01_trip_S_r2,LM-C01_r2_50,50,Calle Hidalgo Poniente,05:20:38,05:20:38,0
LM-C01_trip_S_r2,LM-C01_r2_51,51,Vallarta Poniente,05:21:39,05:21:39,0
LM-C01_trip_S_r2,LM-C01_r2_52,52,Constitución Poniente,05:22:39,05:22:39,0
LM-C01_trip_S_r2,LM-C01_r2_53,53,Constitución Poniente,05:23:40,05:23:40,0
LM-C01_trip_S_r2,LM-C01_r2_54,54,Calle Constitución Oriente,05:24:41,05:24:41,0
LM-C01_trip_S_r2,LM-C01_r2_55,55,Calle Constitución Oriente,05:25:42,05:25:42,0
LM-C01_trip_S_r2,LM-C01_r2_56,56,Calle Constitución Oriente,05:26:43,05:26:43,0
LM-C01_trip_S_r2,LM-C01_r2_57,57,Escobedo Oriente,05:27:43,05:27:43,0
LM-C01_trip_S_r2,LM-C01_r2_58,58,Higuera,05:28:44,05:28:44,0
LM-C01_trip_S_r2,LM-C01_r2_59,59,Rinconada del Maíz,05:29:45,05:29:45,0
LM-C01_trip_S_r2,LM-C01_r2_60,60,Las Vías,05:30:46,05:30:46,0
LM-C01_trip_S_r2,LM-C01_r2_61,61,Ámbar,05:31:46,05:31:46,0
LM-C01_trip_S_r2,LM-C01_r2_62,62,Del Jardín,05:32:47,05:32:47,0
LM-C01_trip_S_r2,LM-C01_r2_63,63,Paseo de Los Mezquites,05:33:48,05:33:48,0
LM-C01_trip_S_r2,LM-C01_r2_64,64,Cerro Letigio,05:34:49,05:34:49,0
LM-C01_trip_S_r2,LM-C01_r2_65,65,Valle de Los Abedules,05:35:49,05:35:49,0
LM-C01_trip_S_r2,LM-C01_r2_66,66,Valle de Los Avellanos,05:36:50,05:36:50,0
LM-C01_trip_S_r2,LM-C01_r2_67,67,Calle Valle de los Eucaliptos,05:37:51,05:37:51,0
LM-C01_trip_S_r2,LM-C01_r2_68,68,Calle San Gilberto,05:38:52,05:38:52,0
LM-C01_trip_S_r2,LM-C01_r2_69,69,Avenida de la Victoria,05:39:52,05:39:52,0
LM-C01_trip_S_r2,LM-C01_r2_70,70,Calle Paseo Hacienda la Noria,05:40:53,05:40:53,0
LM-C01_trip_S_r2,LM-C01_r2_71,71,Octavio Paz,05:41:54,05:41:54,0
LM-C01_trip_S_r2,LM-C01_r2_72,72,Tierra de la Esperanza,05:42:55,05:42:55,0
LM-C01_trip_S_r2,LM-C01_r2_73,73,Tierra de la Esperanza,05:43:55,05:43:55,0
LM-C01_trip_S_r2,LM-C01_r2_74,74,Camino a La Cajilota,05:44:56,05:44:56,0
LM-C01_trip_S_r2,LM-C01_r2_75,75,Villa Galicia,05:45:57,05:45:57,0
LM-C01_trip_S_r2,LM-C01_r2_76,76,Privada de Morelos,05:46:58,05:46:58,0
LM-C01_trip_S_r2,LM-C01_r2_77,77,La Lagunilla,05:47:58,05:47:58,0
LM-C01_trip_S_r2,LM-C01_r2_78,78,Privada de Rojo,05:48:59,05:48:59,0
LM-C01_trip_S_r2,LM-C01_r2_79,79,Lomas de Tejeda,05:50:00,05:50:00,0
LM-C01_trip_D_r1,LM-C01_r1_0,0,Privada de Chávez,04:30:00,04:30:00,0
LM-C01_trip_D_r1,LM-C01_r1_1,1,Lomas de Tejeda,04:31:08,04:31:08,0
LM-C01_trip_D_r1,LM-C01_r1_2,2,Privada de Rojo,04:32:16,04:32:16,0
LM-C01_trip_D_r1,LM-C01_r1_3,3,Privada de Morelos,04:33:24,04:33:24,0
LM-C01_trip_D_r1,LM-C01_r1_4,4,Villa Galicia,04:34:31,04:34:31,0
LM-C01_trip_D_r1,LM-C01_r1_5,5,Camino a La Cajilota,04:35:39,04:35:39,0
LM-C01_trip_D_r1,LM-C01_r1_6,6,Tierra de la Esperanza,04:36:47,04:36:47,0
LM-C01_trip_D_r1,LM-C01_r1_7,7,Prolongación Escobedo,04:37:55,04:37:55,0
LM-C01_trip_D_r1,LM-C01_r1_8,8,Tierra de la Esperanza,04:39:03,04:39:03,0
LM-C01_trip_D_r1,LM-C01_r1_9,9,Tierra de la Esperanza,04:40:11,04:40:11,0
LM-C01_trip_D_r1,LM-C01_r1_10,10,Camino Antiguo A,04:41:19,04:41:19,0
LM-C01_trip_D_r1,LM-C01_r1_11,11,Calle Santa Eustolia,04:42:26,04:42:26,0
LM-C01_trip_D_r1,LM-C01_r1_12,12,Calle San Gilberto,04:43:34,04:43:34,0
LM-C01_trip_D_r1,LM-C01_r1_13,13,Calle Valle de los Eucaliptos,04:44:42,04:44:42,0
LM-C01_trip_D_r1,LM-C01_r1_14,14,Valle de Los Avellanos,04:45:50,04:45:50,0
LM-C01_trip_D_r1,LM-C01_r1_15,15,Camino Antiguo,04:46:58,04:46:58,0
LM-C01_trip_D_r1,LM-C01_r1_16,16,Prolongacion Mariano Escobedo,04:48:06,04:48:06,0
LM-C01_trip_D_r1,LM-C01_r1_17,17,Paseo de Los Mezquites,04:49:14,04:49:14,0
LM-C01_trip_D_r1,LM-C01_r1_18,18,Del Jardín,04:50:21,04:50:21,0
LM-C01_trip_D_r1,LM-C01_r1_19,19,Ámbar,04:51:29,04:51:29,0
LM-C01_trip_D_r1,LM-C01_r1_20,20,Las Vías,04:52:37,04:52:37,0
LM-C01_trip_D_r1,LM-C01_r1_21,21,Rinconada del Maíz,04:53:45,04:53:45,0
LM-C01_trip_D_r1,LM-C01_r1_22,22,Rinconada del Trigo,04:54:53,04:54:53,0
LM-C01_trip_D_r1,LM-C01_r1_23,23,Higuera,04:56:01,04:56:01,0
LM-C01_trip_D_r1,LM-C01_r1_24,24,Escobedo Oriente,04:57:09,04:57:09,0
LM-C01_trip_D_r1,LM-C01_r1_25,25,Calle Constitución Oriente,04:58:16,04:58:16,0
LM-C01_trip_D_r1,LM-C01_r1_26,26,Calle Higuera,04:59:24,04:59:24,0
LM-C01_trip_D_r1,LM-C01_r1_27,27,Vallarta Oriente,05:00:32,05:00:32,0
LM-C01_trip_D_r1,LM-C01_r1_28,28,Vallarta Oriente,05:01:40,05:01:40,0
LM-C01_trip_D_r1,LM-C01_r1_29,29,Calle Juárez Eje Sur,05:02:48,05:02:48,0
LM-C01_trip_D_r1,LM-C01_r1_30,30,Calle Vallarta Poniente,05:03:56,05:03:56,0
LM-C01_trip_D_r1,LM-C01_r1_31,31,Calle Vallarta Poniente,05:05:04,05:05:04,0
LM-C01_trip_D_r1,LM-C01_r1_32,32,Calle Vallarta Poniente,05:06:11,05:06:11,0
LM-C01_trip_D_r1,LM-C01_r1_33,33,Calle Vallarta Poniente,05:07:19,05:07:19,0
LM-C01_trip_D_r1,LM-C01_r1_34,34,Avenida Pedro Parra Centeno,05:08:27,05:08:27,0
LM-C01_trip_D_r1,LM-C01_r1_35,35,Calle Porfirio Díaz,05:09:35,05:09:35,0
LM-C01_trip_D_r1,LM-C01_r1_36,36,Circuito Metropolitano Sur,05:10:43,05:10:43,0
LM-C01_trip_D_r1,LM-C01_r1_37,37,Servicios Municipales,05:11:51,05:11:51,0
LM-C01_trip_D_r1,LM-C01_r1_38,38,FutCenter,05:12:59,05:12:59,0
LM-C01_trip_D_r1,LM-C01_r1_39,39,Avenida Pedro Parra Centeno,05:14:06,05:14:06,0
LM-C01_trip_D_r1,LM-C01_r1_40,40,Vista Sur,05:15:14,05:15:14,0
LM-C01_trip_D_r1,LM-C01_r1_41,41,Avenida Vista Sur,05:16:22,05:16:22,0
LM-C01_trip_D_r1,LM-C01_r1_42,42,Vista Sur,05:17:30,05:17:30,0
LM-C01_trip_D_r1,LM-C01_r1_43,43,Camino a San Isidro Mazatepec,05:18:38,05:18:38,0
LM-C01_trip_D_r1,LM-C01_r1_44,44,Puerto Cortés,05:19:46,05:19:46,0
LM-C01_trip_D_r1,LM-C01_r1_45,45,Banús,05:20:54,05:20:54,0
LM-C01_trip_D_r1,LM-C01_r1_46,46,Senderos,05:22:01,05:22:01,0
LM-C01_trip_D_r1,LM-C01_r1_47,47,Outlet,05:23:09,05:23:09,0
LM-C01_trip_D_r1,LM-C01_r1_48,48,Privanza,05:24:17,05:24:17,0
LM-C01_trip_D_r1,LM-C01_r1_49,49,Morelia-Guadalajara,05:25:25,05:25:25,0
LM-C01_trip_D_r1,LM-C01_r1_50,50,Bonanza,05:26:33,05:26:33,0
LM-C01_trip_D_r1,LM-C01_r1_51,51,Calle López Cotilla,05:27:41,05:27:41,0
LM-C01_trip_D_r1,LM-C01_r1_52,52,Abasolo,05:28:49,05:28:49,0
LM-C01_trip_D_r1,LM-C01_r1_53,53,San Agustin,05:29:56,05:29:56,0
LM-C01_trip_D_r1,LM-C01_r1_54,54,San Agustin,05:31:04,05:31:04,0
LM-C01_trip_D_r1,LM-C01_r1_55,55,Santa Anita,05:32:12,05:32:12,0
LM-C01_trip_D_r1,LM-C01_r1_56,56,Avenida Adolfo López Mateos Sur,05:33:20,05:33:20,0
LM-C01_trip_D_r1,LM-C01_r1_57,57,Arboledas de Santa Anita,05:34:28,05:34:28,0
LM-C01_trip_D_r1,LM-C01_r1_58,58,Avenida Adolfo López Mateos Sur,05:35:36,05:35:36,0
LM-C01_trip_D_r1,LM-C01_r1_59,59,Morelia-Guadalajara,05:36:44,05:36:44,0
LM-C01_trip_D_r1,LM-C01_r1_60,60,Avenida Adolfo López Mateos Sur,05:37:51,05:37:51,0
LM-C01_trip_D_r1,LM-C01_r1_61,61,Punto Sur,05:38:59,05:38:59,0
LM-C01_trip_D_r1,LM-C01_r1_62,62,Avenida Adolfo López Mateos Sur,05:40:07,05:40:07,0
LM-C01_trip_D_r1,LM-C01_r1_63,63,Avenida Adolfo López Mateos Sur,05:41:15,05:41:15,0
LM-C01_trip_D_r1,LM-C01_r1_64,64,San Martín del Tajo,05:42:23,05:42:23,0
LM-C01_trip_D_r1,LM-C01_r1_65,65,Nueva Galicia,05:43:31,05:43:31,0
LM-C01_trip_D_r1,LM-C01_r1_66,66,FLEXTRONICS,05:44:39,05:44:39,0
LM-C01_trip_D_r1,LM-C01_r1_67,67,Avenida Adolfo López Mateos Sur,05:45:46,05:45:46,0
LM-C01_trip_D_r1,LM-C01_r1_68,68,Av. La Tijera,05:46:54,05:46:54,0
LM-C01_trip_D_r1,LM-C01_r1_69,69,Las Villas,05:48:02,05:48:02,0
LM-C01_trip_D_r1,LM-C01_r1_70,70,El Palomar,05:49:10,05:49:10,0
LM-C01_trip_D_r1,LM-C01_r1_71,71,San Juan,05:50:18,05:50:18,0
LM-C01_trip_D_r1,LM-C01_r1_72,72,San Alfonso,05:51:26,05:51:26,0
LM-C01_trip_D_r1,LM-C01_r1_73,73,Bugambilias,05:52:34,05:52:34,0
LM-C01_trip_D_r1,LM-C01_r1_74,74,Vicente Guerrero,05:53:41,05:53:41,0
LM-C01_trip_D_r1,LM-C01_r1_75,75,Calzada José Guadalupe Gallo,05:54:49,05:54:49,0
LM-C01_trip_D_r1,LM-C01_r1_76,76,Av. Vicente Guerrero,05:55:57,05:55:57,0
LM-C01_trip_D_r1,LM-C01_r1_77,77,El Mante,05:57:05,05:57:05,0
LM-C01_trip_D_r1,LM-C01_r1_78,78,Colima,05:58:13,05:58:13,0
LM-C01_trip_D_r1,LM-C01_r1_79,79,Sonora,05:59:21,05:59:21,0
LM-C01_trip_D_r1,LM-C01_r1_80,80,Iteso,06:00:29,06:00:29,0
LM-C01_trip_D_r1,LM-C01_r1_81,81,Av. Padre Xavier Scheifler de Amezaga,06:01:36,06:01:36,0
LM-C01_trip_D_r1,LM-C01_r1_82,82,Av. del Deportivo,06:02:44,06:02:44,0
LM-C01_trip_D_r1,LM-C01_r1_83,83,Av. Cristobal Colón,06:03:52,06:03:52,0
LM-C01_trip_D_r1,LM-C01_r1_84,84,Av. Cristobal Colón,06:05:00,06:05:00,0
LM-C01_trip_D_r2,LM-C01_r2_0,0,Colón,04:30:00,04:30:00,0
LM-C01_trip_D_r2,LM-C01_r2_1,1,Av. Cristobal Colón Norte,04:31:01,04:31:01,0
LM-C01_trip_D_r2,LM-C01_r2_2,2,Periferico Sur,04:32:02,04:32:02,0
LM-C01_trip_D_r2,LM-C01_r2_3,3,Av. Cristobal Colón Sur,04:33:02,04:33:02,0
LM-C01_trip_D_r2,LM-C01_r2_4,4,Foráneos,04:34:03,04:34:03,0
LM-C01_trip_D_r2,LM-C01_r2_5,5,Av. Camino al ITESO,04:35:04,04:35:04,0
LM-C01_trip_D_r2,LM-C01_r2_6,6,Halcón,04:36:05,04:36:05,0
LM-C01_trip_D_r2,LM-C01_r2_7,7,Santa Ana Tepetitlán,04:37:05,04:37:05,0
LM-C01_trip_D_r2,LM-C01_r2_8,8,Agua Blanca,04:38:06,04:38:06,0
LM-C01_trip_D_r2,LM-C01_r2_9,9,Av. Compositores,04:39:07,04:39:07,0
LM-C01_trip_D_r2,LM-C01_r2_10,10,Bugambilias,04:40:08,04:40:08,0
LM-C01_trip_D_r2,LM-C01_r2_11,11,Bugambilias,04:41:08,04:41:08,0
LM-C01_trip_D_r2,LM-C01_r2_12,12,De Los Azahares,04:42:09,04:42:09,0
LM-C01_trip_D_r2,LM-C01_r2_13,13,San Alfonso,04:43:10,04:43:10,0
LM-C01_trip_D_r2,LM-C01_r2_14,14,San Juan,04:44:11,04:44:11,0
LM-C01_trip_D_r2,LM-C01_r2_15,15,Guadalajara-Morelia,04:45:11,04:45:11,0
LM-C01_trip_D_r2,LM-C01_r2_16,16,El Palomar,04:46:12,04:46:12,0
LM-C01_trip_D_r2,LM-C01_r2_17,17,Las Villas,04:47:13,04:47:13,0
LM-C01_trip_D_r2,LM-C01_r2_18,18,De los Laureles,04:48:14,04:48:14,0
LM-C01_trip_D_r2,LM-C01_r2_19,19,FLEXTRONICS,04:49:14,04:49:14,0
LM-C01_trip_D_r2,LM-C01_r2_20,20,Santa Isabel,04:50:15,04:50:15,0
LM-C01_trip_D_r2,LM-C01_r2_21,21,San Martín del Tajo,04:51:16,04:51:16,0
LM-C01_trip_D_r2,LM-C01_r2_22,22,Guadalajara-Morelia,04:52:17,04:52:17,0
LM-C01_trip_D_r2,LM-C01_r2_23,23,Avenida Adolfo López Mateos Sur,04:53:17,04:53:17,0
LM-C01_trip_D_r2,LM-C01_r2_24,24,La Rioja,04:54:18,04:54:18,0
LM-C01_trip_D_r2,LM-C01_r2_25,25,Avenida Adolfo López Mateos Sur,04:55:19,04:55:19,0
LM-C01_trip_D_r2,LM-C01_r2_26,26,Guadalajara-Morelia,04:56:20,04:56:20,0
LM-C01_trip_D_r2,LM-C01_r2_27,27,Paseo de La Arboleda,04:57:21,04:57:21,0
LM-C01_trip_D_r2,LM-C01_r2_28,28,Avenida Adolfo López Mateos Sur,04:58:21,04:58:21,0
LM-C01_trip_D_r2,LM-C01_r2_29,29,Avenida Adolfo López Mateos Sur,04:59:22,04:59:22,0
LM-C01_trip_D_r2,LM-C01_r2_30,30,San Agustin,05:00:23,05:00:23,0
LM-C01_trip_D_r2,LM-C01_r2_31,31,Avenida Adolfo López Mateos Sur,05:01:24,05:01:24,0
LM-C01_trip_D_r2,LM-C01_r2_32,32,Aldama,05:02:24,05:02:24,0
LM-C01_trip_D_r2,LM-C01_r2_33,33,Calle López Cotilla,05:03:25,05:03:25,0
LM-C01_trip_D_r2,LM-C01_r2_34,34,Bonanza,05:04:26,05:04:26,0
LM-C01_trip_D_r2,LM-C01_r2_35,35,Senderos,05:05:27,05:05:27,0
